number,progress,title,like,contents,answer,category,sday,eday,proponent
587886,청원종료,오픈마켓 수수료 인하해야합니다.,257,"저는 제조와 도소매업을 하는 자영업자입니다.
시대 흐름에 따라 사업의 방향도 오프라인에서 온라인으로 변화되어 왔습니다.
온라인 판매엔 여러 방법이 있으나 많은 부분이 대기업에서 운영하는 오픈마켓에서의 판매 비중이 큰 상황입니다.
많은 오픈마켓이 있지만 ***,**,****,****,**,***등 대형 오픈마켓의 사장 점유율이 대부분인 상황에서 이들 대형 오픈마켓의 판매수수료율이 8~12% 정도입니다.
이는 판매자 수익의 절반이나 절반이 넘는 수준에 이르러 있습니다.
또한 판매를 위한 광고료 까지 생각한다면 수익의 절반을 훌적 넘는 수준의 사용료입니다.
판매의 장이 되어주고 기회가 되기도 하지만 너무나 가혹한 수수료율로 부가가치의 대부분이 대기업으로 편중되는 상황입니다.
정부는 소상공인과 서민들을 위하여 카드수수료 인하,통신요금인하등의 정책을 펴고 있듯이 대기업 오픈마켓의 수수료, 광고료, 대금지급기일 등에 대한 불공정를 바로 잡는 정책을 펴야 한다고 생각합니다.
판매수수료 인하, 광고료인하, 대금지급기간 단축등을 적극적으로 검토하여 시책을 마련 할 것을 청원합니다.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]",NaN,경제민주화,2020-04-08,2020-05-08,naver
587897,청원종료,사회적 거리 두기를 역행하는 어린이집,638,"코로나19로 인해서 많은 자영업자 및 소상공인들이 영업을 제대로 하지도 못하고 
사회적 거리를 두기 위해서 잠시 영업을 하지 않는 곳도 있습니다.
그리고 아이들의 건강과 감염확산을 막기 위해서 교육기관에서 개학연기를 하고 
있는 마당에 어린이집에서는 맞벌이 홀가정 긴급한 상황도  아닌데도
걸릴 위험이 없다면서 등원을 직간접적으로 부추겨서 점점 등원하는
어린이집 아이들이 늘어나고 있는 상황을 교육부라든가 어디에서든 관리를 하고 
있는지 궁금하네요.....
어린이집은 정부에서 교육비 지원을 받아서 경영에 어려움이 없을 텐데
왜 등원을 부추기는지 알 수가 없고 개학을 연기한 의미가 없습니다
정부나 교육부에는 이런한 상황에 대해서 강력한 점검을 요청하는 바입니다.",NaN,육아/교육,2020-04-08,2020-05-08,naver
587939,청원종료,"코로나19와 같은 국가 재난시, 지원금액을 피해 자영업자들의 월임대료에도 지원받을 수 있도록 정부에서 정책을 펼쳐주세요!",322,"지금 이 순간에도 폐업을 고민하며 어렵게 생계를 유지하는 자영업자분들을 대신하여 청원글을 올립니다.

코로나19로 인한 국가적인 비상사태에서 정부는 '착한 임대인'이라는 슬로건을 내세우며 임대료 인하 운동을 펼치고 있지만, 
임대인마다 다른 기준으로 인하여 '임대료 인하율이 높을수록 착한 임대인' vs 월세 감면이 하나도 이루어지지 못하고 있는 임대인은 '나쁜 임대인'으로 나뉘고 있습니다.

자영업자들과 임대인 사이에서 서로가 불편한 결과를 낳지 않도록, 모두가 공평하고 함께 분담할 수 있는 합리적인 방안을 제시하여야 했음에도 불구하고 어느 기사에서 보았듯이 '건물주의 선한 의지에 기댄 소극적 정책'을 펼치며 정부는 자영업자의 어려움을 임대인에게 떠 넘기는 책임전가로 평가되고 있습니다.

정부는 이번일을 계기로 미래에 있을 또다른 국가비상사태에 미리 대비하여 직격탄을 맞을 특정 소상공인들에게 공평하게 월임대료를 지원 받을 수 있는 방안을 마련해주셔야 합니다. 지자체마다 각각 다른 정책으로 공평한 혜택을 받지 못하게 되는 일은 없어야 하며, 과감한 비율의 임대료 지원으로, 피해 자영업자들이 안정을 찾을 수 있도록 4~6개월이상의 실질적 도움을 받을 수 있도록 국가지원금을 분배해 주시기 바랍니다.

정부의 휴원권고인 ‘사회적 거리두기’로 직격탄을 맞은 학원, 교습소, 실내체육시설, 여행사, 유흥업, 의류업, 숙박업 등에 종사하는 많은 자영업중에 착한 임대인 운동의 혜택을 받지 못한 자영업자가 절반 이상이며, 지금 나오는 1,2회성의 50만원 정도의 휴원 지원금으로는 자영업자들의 앞으로의 생계를 감당하기가 턱없이 부족합니다.

현명한 정부라면, 공평한 혜택을 받지 못하고 무너질 수많은 자영업자들의 상처를 더 멀리 내다볼 수 있는 눈이 절실히 필요합니다.
그리고 언제 또 들이닥칠지 모를 코로나19와 같은 비상사태를 대비하여 피해를 입는 특정 자영업자들에게 한시적으로나마 안정적인 임대료 지원을 받을 수 있는 방안을 모색해야만 합니다.

그렇지 않으면 국가 비상사태마다 착한 임대인 운동으로 혜택을 받지 못한 특정 자영업자들이 모여 전국적으로 임대료 납부 거부 운동이 일어날 수 있고 수많은 자영업자가 죽어가게 될것입니다.

민법 제628조(차임증감청구권)는 경제사정의 변동으로 약정한 차임이 상당하지 아니할 경우, 당사자는 장래에 대한 차임의 증감을 청구할 수 있다고 나와있습니다. 일방 당사자가 동의하지 않을 경우 결국 소송을 통해서 법원의 판단을 받아볼 수가 있는것입니다. 하지만 현재 자영업자 개개인이 임대료를 감액 받기 위하여 소송을 하기에는 시간적으로나 금전적으로 여유가 없습니다..

사회적 거리두기를 권고한 정부가 적극적으로 나서서 특정 피해 자영업자들에게 과감한 임대료 지원 정책을 펼쳐줄것을 강력하게 호소합니다.",NaN,행정,2020-04-09,2020-05-09,naver
587960,청원종료,뉴스나 중앙 정치부와는 다른 지자체 대응이나 혜택,221,"안녕하세요

경남 사천에서 학원 운영하고 있습니다.

도대체 어디에 무엇을 물어야 할지 몰라 여기 글을 씁니다.

1번
  꾸준한 교육청 권고로 2월 24일 부터 5주간 휴원했습니다. 주변 학원, 교습소들도 확진자가 없을 당시에도 휴원권고에 따라 휴원했구요,
장기화 되어가면서 3월 30일 다시 문을 열었지만
인근에 확진자가 생겨서 1주일만에 다시 휴원했습니다.

언제 다시 문을 열지 닫을지도 모른 상황에
지원금 대책마련 참으로 감사했죠
애초에 돈을 바래서 휴원한건 아니었지만
긴 휴원으로 재정적으로 심각하게 타격을 입은것은 사실이고, 건물주분이 당연히 월세를 깎아줘야한다 생각도 없었구요.

주변 도시에서 공고가 나고 다들 얼마간의 지원금을 받아 그나마 감사하다고, 그쪽도 기다리면 나올거라고
희망찬마음에 기다렸지만, 시청에 문의해보니 전혀 그런계획은없다고 하시고
지자체에서 결정하는거라 다른 시나 뉴스와는 다를수 있다고
미안하다 하시는데 공무원분이 잘못한건 아니니
화도 낼수없고,
이 억울함은 어디다 풀어야할지..
같은 대한민국 국민이 아닌가요?
교육청은 시청과 별개기관이라 뭘해줄수없다하고..
중앙정부에서 추진하는 일, 모두가 같은 혜택을 받을수 있다면 좋겠습니다!

2번

대출금 유예 

이또한 뉴스에서 소식듣고
스스로 겨우 알아보고 금감원에 전화해보니
기업대출만 가능하다고 하시네요

학원  운영자의 경우
영세한 경우가 많고 자영업자라서
대출심사 정말 까다롭구요, 대부분 대출의 목적이 학원 창업이나 확장이 많기 때문에
사업자가 나오기전에 개인대출이 많습니다.

저 역시 개인 대출로 학원 시작했고
매월 고리 이자까지 꼬박꼬박내며 갚아왔는데
지금같은 휴원상황에서는 사실 유예기간을 준다는게 얼마나 감사했는지 모릅니다.

하지만 역시나
알아보니 저는개인대출이라 이자 유예나 대출기간연장에 해당사항이 없다고 합니다.

국민에게 도움이 되는 여러 방안을 모색하고 계심에 진심으로 감사하며, 한편 일부의 말대로 무조건 지원금을 퍼주는건 반대하는 바이지만
실제 이렇게 권고사항에 잘 따랐던 국민으로서 그런 혜택들을 못받는 행정은 뭔가 잘못된것 같습니다.

진정 일선에서 일하고 있는 국민들의 어려움에 맞게 그 필요를 꼭 채워주시길 바랍니다.",NaN,행정,2020-04-09,2020-05-09,naver
587975,청원종료,학원 교습소 지원금,460,"구로에서 작은 교습소를 운영하는 자영업자입니다.
한달 월세가 140만원인데 상가 사장님께서도 이 상가 하나로 먹고사신다며 월세 못 깎아주신답니다.  본인도 코로나로 힘든건 같다면서요.
연세 많으신 노인분이신데 더이상 말 할 수 없구요.
그런데 코로나로 인해 2월 24일 교육청 강력 권고에 휴원을 결정했고 개학 연기로 3월까지 휴원한 상태였습니다.
문을 열어도 유치부 초등부대상이라 원생 수업도 4명밖에 없습니다.
그런데 구로구청에서는 휴원지원금을 4월 1일부터 19일 휴원한 학원교습소에만 지원금을 준다고 합니다.
3월 한달을 휴원한 학원 교습소는 해당이 안된다고 합니다.
이전까지는 휴원하지 않고있다가 돈 준다는 말에 휴원한다는 학원 교습소에 휴원금을 주는게 맞는지 아님 처음부터 권고를 따르고 어쩔 수 없이 생활이 안되서 두려움을 안고 문을 연 학원 교습소에 휴원금을 주는게 맞는지요?
도대체 언제까지 휴원을 하고 생계유지하기 힘든 이 시점에서 저와 같이 외벌이 4인 가족을 책임 져야 할  학원 교습소 종사자분들은 더이상의 쌓여가는 월세 감당이 무서워 교육청의 강력 권고에도 문을 열 수 밖에 없고 또 연다 해도 원생 등원율도 몇 되지 않는 시 상황을 어떻게 극 복 해 나갈 지 눈 앞이 깜깜합니다.
폐업을 하고 싶어도 시 상황에 상가 계약하는 사람도 없을 뿐더러 상가 계약 기간이 1년이나 남아있어 어찌 할 바 모르고 발만 동동 구르고 빚만쌓여가고 있습니다.
절박합니다.  정말 .
저와같은 종사자분들 도와주세요.
구청의 그런 행정 정책 누구의 뜻으로 그렇게 결정한건지 모르겠으나 국민의 소리를 듣고 신중히 결정을 해주셨으면 합니다.
각 구마다 휴원권고 지정날짜가 다르던데 구로 교육부에서 하는 말이 강남은 부유한 동네라 다른것같답니다.
그럼 구로는 도대체 어디에 속하는 동네 입니까?
구청에서 일하는 사람이 그게 할 말입니까?
그런 생각을 갖고 있는 사람이 본인이 일하는 곳을 그리 깎아  내려도 됩니까?
구마다 지원금도 휴원권고 를 따르는 날짜도 모두 다른것 같습니다.
왜 그런걸까요?
직원 말대로 빈부 격차입니까?
정말 삶의 희망이 떨어집니다.
도와주십시요.",NaN,행정,2020-04-10,2020-05-10,naver
587990,청원종료,코로나에 한번죽고 불량 알바생에게 두번 죽임을 당한 알바생을 엄히 벌하여주시고 직무위반법 만들어주세요!!,461,"자영업(pc방)을 하고있습니다
코로나 여파로 인하여 힘든 와중에도 코로나19대출까지 받아가며
이 또한 지나가리라는 마음을 가지고 학비에 어려움이 있는 아르바이트생들을 해고를 안하고 같이 이겨내자는 마음으로 운영중이었습니다.

그러나 너무나 힘들어도 같이 않고 가려는 아르바이트생은 이시국에 업무상회령 배임을 하였고 알르바이트생 지인도 같이 동참하여 범죄를 저질렀습니다.

본인의 근무지에 지인을 본인 대신 출근 시키는등 말도 안되는 짓을 저지르고
매장의 상품을 무단 취식하며 돈을 훔치고, 근무시간 무단이탈, 업무미이행등...
법을 어겨가며 업무도 지키지 않고 저의 매장을 도산직전까지 만들어놨습니다. 
더더욱 경연난에 빠져 더 이상은 운영할 수 없는 단계까지 와 있습니다.
그래서 청주지방검찰청에 고소장을 접수 해놓은 상태입니다.

노동자들의 권리만 추구하는 현재사회는 노동자의 편에만서서 말을하지 영세한 자영업자들의 말은 무시한채 움직이고 있습니다.
노동자의 권리만 챙기려하고 권리만 챙겨주는 현사회에서 이러한 문제점들이 저뿐만의 문제가아닌 많은 자영업을 하시는 분들의 고충이입니다.
자영업자들도 이나라 국민입니다.
시급 올려주는거 권리챙겨주는거 다~~좋습니다. 당연한 겁니다. 
다만 횡령 배임보다도 업무미이행을 하여 소상공인들의 경영난으로 발생하는 피해가 더욱 크기에 노동자들에게 제제를 할 수 있는 방안이 절대적으로 필요합니다.

현재 제제를 가할 수 있는 방법이 업무상횡령 및 배임이기에 이걸로 엄중한 처벌을 요구하는 것입니다. 

제가 기자님들께 왜 이러한 제보를 하냐면 저와 비슷한 현 상황에 계시는 자영업자들이 하나 둘 생겨나고 있습니다.
너무나 힘든 이시점에서 경각심을 심어주고 저와같은 일을 당하지 않으셨으면 좋겠다는 생각과 이 아르바이트생의 처벌을 강력히 호소하고자 제보를 합니다.
안그래도 코로나 사태로 자영업자들 줄도산 위기인데 이러한 근무자들 때문에 추가 피해가 발생하여 한가족이 몰락할 수 있다는걸 알리고 싶습니다. 

또한 현재 일하고 있는 근무자들도 실직은 당연한거고요.
아무튼 기자님들의 연락 기다리겠습니다.
cctv영상 증거들 있습니다.

아르바이트생 돈훔치는영상
아르바이트생 지인 돈훔치는영상
아르바이트생 지인이 매장에나와 근무하는영상
범죄행각을 안들키려고 작업친 증거들
마음대로 매장식품 먹는영상
코로나 때문에 난리인데 12시간동안 손님이사용한 자리 단한번도 안닦는영상
(이게 제일 큰 문제였습니다!!)
자리정리했다고 보이기위해 작업한영상등 있습니다. 

밤낮으로 뛰어다니시는 기자님들 건강챙기시고 코로나 이겨내시기 바랍니다.",NaN,경제민주화,2020-04-10,2020-05-10,naver
587996,청원종료,놀면서 월급달라는 이기적인 학교 근로자들에게 세금 퍼주지 마세요.,1284,"학교 '비정규직'을 아실겁니다. 
정년 60살 보장 받으시면서 자기는 비정규직이라고 우기는 분들.
월 200만원도 넘게 받아가시면서 생계가 곤란하다며 더 내놓으라며 삭발하고 우는 사람들.  

대체 무슨 고용불안이 있고 무슨 생계가 위협을 받는지 몰라도 
매년 학생을 볼모로 잡아 파업하시는 분들. 요새 정말 많이 보였죠. 

비정규직을 아이들한테 물려주고 싶지 않다는데 아마 그 아이들은 그분들의 자리에 들어가고 싶을겁니다.
이시국에도 절대 안잘리고, 들어가자 마자 월 200만원 보장받는 일자리 어때요? 물려주면 감사할것 같네요.
뭐가 비정규직 철폐라는건지... 진짜 비정규직분들이 그런말하시면 이해라도 되지 이게 무슨 비정규직입니까? 

이분들은 지금 집에서 놀면서 월급 70%를 받아가고 계신다네요.
학교가 개학을 안하고 있습니다. 학교에 학생들이 없죠. 이사람들은 학교에서 할일이 없어요. 
그래서 집에 계시죠.
그래도 나라에서는 저사람들한테 휴업수당이란것을 준다더군요. 놀면서 월급 70%... 

그런 분들이 이시국에 또 이기심의 끝을 보여주고 있네요.
이 어려운 시국에, 
자영업자 사장님들은 줄줄이 문을 닫고,  학원은 휴원하고, 중소기업 근로자는 무급휴직으로 버티며 차라리 실업급여받도록 잘리는게 낫겠다고 말씀하는 분도 계시고
일반 시민들은 당장 살기 막막해 저금리 대출이라도 받을수만 있으면 좋겠어서 줄서는 이시국에

출근의무가 생겼으니 출근시켜달랍니다. 
근데  재택근무로 해달랍니다. 집에서 월급 100%를 받아가고 싶답니다. 
이게 일안하고 돈달라는 말이 아니면 뭐죠? 

조리원이 집에서 재택근무.... 이게 말이 됩니까? 집에서 가족한테 밥해주면 재택근무 입니까? 
자기 가족한테 밥해주는거에 나라가 월급 줘야 됩니까? 
지금 시국에 꼭 이래야됩니까? 애들 학교도 못가고 원격 수업받고있습니다. 나라가 위기고 다같이 힘내자며 견디는 이시점에 자기들은 집에서 놀면서도 70%도 모자라다 100%달라..
이게 국가기관에서, 더군다나 학교에서 일하는 사람들의 마인드일수 있나요?  정말로 이기적입니다. 
나라가 위기건 말건 내돈내돈 거릴줄만 아네요. 
못받아서 생계가 위험한것도 아닌데 70%나 받아가면서 그것도 놀면서 받아가면서 뭐 이런사람들이 다 있는지

절대 주시기 마시기 바랍니다. 
내세금이 이런시국에도 어떻게든 일은 안하고 돈 빼먹을 궁리만 하는 저런 노조에게 들어간다고 생각하니 정말 화가 나네요. 

요번 n번방 사건 보니 저사람들은 학교에서 일해도 성범죄만 아니면 범죄사실이 조회도 안된다고 들었는데
공무원인 선생님은 만일 범죄를 저지르면 즉시 통보가 간다고 하는데
저런 범죄조회도 안되는 사람들이랑 내아이가 학교에 같이 있다는것도 정말 불안합니다.  
이것도 좀 시정이 되면 좋겠네요

이런 어려운 시국에 저런 억지 들어주지 마시고
그럴 돈 있으면 지금 혼란스러운 아이들 교육에 좀더 재정적, 환경적 지원을 해주시기 바랍니다.  감사합니다.",NaN,육아/교육,2020-04-10,2020-05-10,kakao
588023,청원종료,건강보험료 직장가입자와 지역가입자의 차별을 두지 말아주세요,523,"사업자번호  :  **********

10년째 자영업을 하고있는 개인 사업자 입니다.[편의점]
1인 가구인데 올해 부터 지역 건강 보험료가 3.5% 인상 되었다고 293,000원씩 부과되고 있어
소득에 비해 지나치게 많아서 ,며칠 전 건보공단에 가서 조정을 요구 했더니
담당자가 제대로 책정된 보험료라서 안된답니다.
부과 기준을 물었더니
집,차,소득(현 시점이 아닌 2년전 국세청에 신고된 소득..) 이라고...

직장 가입자의 건강보험료에도 집과 자동차를 포함 시킵니까?????
주택과 자동차는 매년 재산세와 자동차세를 내고 있는데,이것은 지역 가입자에대한 차별이고
2중 과세가 아닙니까??????

2년 전 소득을 근거로 부과 한다는 점 또한 지나친 행정 편의 주의적인 발상 아닌가요??
요즘 상당히 많은 자영업자들이 폐업을 했고,고민 중인데
현재의 소득이 아닌,2년 전의 소득을 근거로 책정하고 있다는 현실을 어떻게 받아 들여야 합니까?
선택이 아닌 강제 부과.기간내에 납부하지 못하면 연체료에 신용등급 까지..
이런 구태 의연한 탁상 행정으로 국가가 앞장서서 자영업자들을 신용불량자로 몰아가는 현실에
소외감과 분노를 느낍니다..

저와 23년차 직장인인 동생의 경우를 단순 비교 해 보겠습니다.
지역 가입자 부과 기준대로.

직장 가입자인 동생
    집:  6억
    차:  소렌토
    연봉: 7,500 만원
    보험료: 246,000원  ( 4인 가족)

지역 가입자인 본인
   집:   3억
   차:   소나타
   소득: 20,057,373 (2018년 신고 금액은 모르겠고,2019년 국세청 신고 금액 )
   보험료: 293,000원  (1인 가족)

오늘 통장에 본사에서 보내준 3월분 정산금이  4,277,568원이 입금 되었습니다.
(요청 하면 통장 사본 전송 해드립니다..)
이만큼 벌었으면 당연히 30만원도 되지 않는 보험료 납부 해야죠.
하지만 그 금액에서 3월분 알바비로 4,603,000 원을 각 각 입금 시켜 줬습니다.
내가 1주일에 평균 거의 50시간을 일하는데 내 인건비는 커녕 
알바비 지급에 내 돈 325,432원을 썼습니다.
나는 거의 폐업 직전인데 이번 달 건보료는 대출 받아서 납부해야 하겠네요..

이게 뭡니까????

다음 주면 선거인데
선거때마다 되풀이 되는 빈 공약들 말고,
코로나 19로 인한 1회성 선심 말고,
직장 가입자와 다른 2개의 저울질 말고,
지역 가입자들을만 바보 만들지 말고,
 지역 가입자에게만 이중과세 하지 말고,
직장 가입자에게 원천 징수 하는 것 처럼
지역 가입자에게도 2년전 소득아닌,매월 소득을 신고하게 해서 소득만을 기준으로
 부과 하는게 형평성에 맞지 않나요?????

문대통령께 1표를 드린 국민 으로서
일 하는 정부를 원합니다.

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]",NaN,행정,2020-04-13,2020-05-13,kakao
588025,청원종료,자영업자 지원  은행이 아닌 국세청에서 지급해주세요,210,"작년 경기침체에 이어 코로나19로 인하여 자영업자의 매출이 심각할 정도로 떨어졌습니다. 지금 문을 닫아야 되지않나 걱정하는 사장님들도 엄청 많으실겁니다. 현재 코로나로 인한 소상공인 대출을 해주고 있지만 수혜를 받기에는 문턱이 너무 높습니다. 서류도 복잡하고 신용평가등 여러가지 절차를 진행하다보니 진짜 어려운 사람들은 대출조차도 기대하지 못하고 있습니다. 신용듭급이 어려움의 등급이 아닙니다. 모든 가게들이 어렵습니다. 모든 자영업자들이 힘듭니다. 경기를 살리는데는 나.너를 따질때가 아닙니다. 모두에게 공평한 기회를 주어야 합니다 

정부에 청합니다.
모든 자영업자에게 국세청에서 일괄 금액으로 지급하고 특별세를 지정하여 원금과 이자를 국세청에서 징수하게 해주세요. 자영업자는 국세청에 세금내고있습니다. 그럼 자영업자를 지원해줘야 하는곳은 보증기금이나 은행이 아니라고 생각합니다. 국세청 국세환급 시스템을 이용하면 빠른지급과 공평한 혜택이 부여될수 있습니다. 은행과 기금을 이용할시 평가.심사를 거쳐 몇개월을 기다려야 합니다.
지금이 습한데 몇개월씩 기다려야 하는건 의미없는 지원이 될것입니다

정부에게 다시 고함니다. 
코로나 19 특별대출. 긴급재난대출등 정부에서 시행하는 대출은 일반 자영업자에게 큰 도움이 안되며. 일부인원만 혜택을 볼뿐 긴급한 사람들은 절실하면서도 혜택을 못받고 있습니다. 경기부양과 자영업자 구제는 국가의 차별없는 지원이 필요합니다. 국세청을 통한 지원을 요청드립니다.

자영업자 대부분은 자기 전재산 대부분을 투자하여 목숨을 걸고 지켜나가고 있습니다. 가족의 행복과 미래는 성공이나 실패에 따라 누릴수도 있고 못누릴수도 있습니다. 적게 벌어도 좋습니다. 가족의 생계를 지켜야하는 우리 자영업자의 마음을 살펴주심을 기원합니다",NaN,성장동력,2020-04-13,2020-05-13,naver
588033,청원종료,"강력한 사회적거리두기 운영제한 업종(종교, 학원, 실내체육시설 등등) 임대료 면제 정책 촉구",427,"안녕하세요...어린이스포츠클럽을 운영하고 있는 개인사업자입니다.
현재 코로나19라는 바이러스로 거의 대부분의 국민들이 어려움을 호소하고 있는 상황이라는거 잘 알고있습니다.
그 와중에 너무도 많은 피해와 함께 납득이 되지 않는 부분들이 있어 이렇게 청원을 합니다.

강력한 사회적거리두기가 1차로 가장 중요한 시점이라하여 정세균총리의 담화와 함께 시작되었습니다.
그 담화 내용중 몇가지 업종들이 콕 집어 발표되었는데 종교시설, 학원, 실내체육시설 등등이 포함되어 있고 저희 어린이스포츠클럽도 실내체육시설이라 생각되어 적극 동참하고 있습니다.
강력권고사항...이 업종들에서 권고사항을 지키지 않고 운영하다가 코로나 확진자가 발생한다면 다양한 방법으로 조치를 취한다고 하였습니다.
위험을 감수하고 마음을 졸이며 운영에 나선 업주들도 있겠지만 상당수는 권고에 따르고 있을꺼라 생각합니다.
2주간의 시간이 흐르고 다시 운영을 준비하고 있던차에 2주간의 연장이 발표되었습니다.
또 이번 2주간이 중요하다고 합니다. 이 2주간의 기간이 지켜지지 않으면 모든 노력이 물거품이 된다고 합니다.

현재까지 업을 중단하고 권고사항에 잘 따르고 있는 업주들과 직원들은 점점 불안감이 커지고 있습니다. 언제까지 일까? 문을 닫고 기다린다고 해서 이 상황이 정부 말대로 종식되는건가? 해외 입국자들은 왜 자꾸 들어와서 문제를 만드나? 아침 10시 일일코로나 확진자수만 떨리는 마음으로 지켜보고 있습니다.

저와같은 어린이스포츠클럽은 사회적거리두기를 권고하던 2월 마지막주부터 대부분 정부정책에 적극 협조하는 차원에서 문을 닫았습니다. 3월부터는 매출액이 15%,50% 줄어든게 아니라 그냥 ""0""입니다. 따라서 임대료, 관리비, 금융비, 일부 급여 등 마이너스 요인이 되어 그 피해가 막심합니다.
운영을 했다면 그 적자폭을 줄이거나 적자를 면할수도 있었겠지만  권고사항에 콕 찝어 포함된 업종인만큼 운영할 수 없었습니다.

현 코로나상황은 이미 장기적인 관점으로 바라봐야 한다고 여러 전문가들이 연일 매스컴에서 얘기하고 있습니다. 강력한사회적거리두기에 포함되어 운영을 포기해야 하는 업종들은 그만큼 정부의 특별하고 세심한 지원이 필요한건 당연한거 아닌가요? 언제까지 지속될지 아무도 모르는 상황이기 때문에 더욱 그렇습니다.
또한 3월부터 현재까지 운영을 전혀 하지 못한 상황에서 가장 걱정이 큰 부분은 임대료입니다. 
열심히 일해서 수익이 있는 만큼 세금을 내고 수익이 없으면 적자를 보는건 당연합니다.
하지만 지금은 열심히 일 하지 않아 수익이 없어서 적자를 보는 그런 당연한 상황이 아니라 코로나라는 바이러스에 대응하는 정부의 정책에 따라 영업제한 권고가 내려진 업종입니다.
자영업자, 개인사업자이지만 자율적인 판단에 의해 업의 중단 또는 개시를 할 수 있는게 아니라 자율성을 일부 침해당한 상황이라는 생각이 듭니다. 말이 강력권고지 운영하다 확진자라도 나왔을때 조치를 보면 권고가 아니라 운영하지 말라는 겁니다.
전국민이 코로나19 바이러스와 싸우고 있는 현 상황에서 강력한 사회적 거리두기는 상황이 나아질때까지 계속되어야 한다고 생각합니다.
하지만 그런 정책때문에 직접적인 어려움을 겪고있는 업종들에 대한 세심한 지원책 마련을 촉구합니다.
임대료는 대표적인 불로소득입니다.
정말 답답한게 착한임대료 캠페인이라 하여 임대료를 낮춰준 사람들의 예를 들어 미화하는 기사들을 봅니다. 아주 좋은 일이라 생각합니다만 착한임대인이 그렇게 많을까요?
오히려 임대인에게 하소연하고 조금이라도 깎아줄것을 얘기했다가 몇달 후 갱신계약때 임대료 인상을 생각하고 있다는 말을 들었습니다.
임대료 밀리지 않게 내는거 너무나 당연한것 같았지만 이제는 의문이 듭니다.
자영업자들, 개인사업자들은 강력권고로 영업의 권한을 침해당하며 운영을 중단해야 하고 직원들을 해고해야 하며 일부 보조해주는 고용유지지원금을 받으려 그 많은 자료 만드는데 며칠을 소모하고 30분씩 기다려도 받지않는 전화를 계속 해대야 하는건지요....왜 대출은 접수만 되고 진행이 안되는 건지요...그 대출은 그냥 누가 주는 돈이랍니까? 결국 갚아야 하는 돈 아닌가요?
하지만 임대인은 코로나로 사람이 죽든말든 임차인이 영업을 하든 말든 나라의 권고가 있든말든 임대료는 기간 맞춰 잘 납부해주세요~입니다...
열심히 일하는 사람은 모든부분에서 연결되어 함께 이 어려움을 연대하며 온몸으로 버텨내고 있는데 왜 임대료는 이런 상황에서도 우리 임대인이 착한임대인 이기만을 바래야 하는지요...안그래도 어려운 상황인데 임대인에게 전화하여 읍소하는 처지가 되어버립니다.
임대료 자체가 잘못되었다는 말이 아닙니다. 현 정부 정책으로 운영제한에 포함된 업종들 중 잘 참여하고 있는 자영업자들, 개인사업자들은 임대료만이라도 면제해 주는 정책을 논의해 주세요...코로나 상황이 더 길어져도 정부정책에 국민으로써 긍정적인 마음으로 참여할 수 있게 말이죠....카드단말기 매출액보면 쉽게 확인할 수 있습니다. 정부권고에 협조한 업체의 매출은 3월부터 현재까지 매출 ""0""입니다.
아니면 착한임대인 캠페인 하지마시고 임대인들에게도 강력권고 해 주세요...강력한사회적거리두기 기간동안 운영제한된 업종 임차인 임대료는 해당 기간 만큼 제하라고...
반드시 ""강력한사회적거리두기""로 인한 운영제한업종들은 운영중단기간동안 임대료 면제하는 정책이 필요합니다.
부동산이 사유제산이라 침범할 수 없다면 일반 자영업, 개인사업자들의 운영권한도 마찬가지라고 생각합니다.
그래야 코로나19 상황이 더 연장되더라도 버틸 수 있고 정부정책을 신뢰하며 따를 수 있습니다.",NaN,보건복지,2020-04-13,2020-05-13,naver
