number,progress,title,like,contents,answer,category,sday,eday,proponent
593870,청원종료,대한민국 무명트로트가수입니다. TV에 트로트방송좀 자제해주시고 쟝르별로 보여주세요,852,"저는 대한민국 무명트로트가수 입니다. 트로트가수임에도 불구하고 트로트가요방송이 천국이라 보다못해 펜을
들었습니다. 대한민국방송이 트로트방송밖에 없는듯합니다. 시청률로 혈안이 되어 방송국마다 경쟁이 붙은듯
이제는 좀자제해야 되지않을까요? 코로나로 고생하시는 전국민들에게 용기와 희망으로 응원하고 싶습니다.
힘내시라고요. 요즘같이 살기어려운 세사에 꿈고 희망이 무너진다는것은 너무나도 안타까운현실입니다. 망하는자가
있으면 흥하는자도 있습니다. 제기준은 서민으로 살고있는 가장 평범한 사람들에 기준으로 말씀드리고 싶습니다.
부와 명예로 부유롭게사시는분들은 코로나로 힘들어진 세상과는 무관할수도 있습니다. 하루아침에 자영업자와
기업들에 도산으로 문을닫고있는 현실. 가장으로서 감원위기에 놓여 가정파산위기에 놓인현실. 청년들에 알바와
취직자리는 하늘에 별따기처럼 어렵고 집값이 불안정하여 임대인과 임차인과의 갈등으로 서민들에 한숨만
늘어납니다. 올해는 힘들고 내년에는 무서운세상이 올수도 있습니다. 이모두가 대한민국 현실이죠. TV라도 편하게
보고싶습니다. 한방송사의 오디션프로로 인해서 온통 대한민국이 트로트열풍입니다. 불꽃튀는 시청률경쟁으로
방송국마다 트로트입니다. 언젠가는 트로트가  퀄리티떨어지고 무시당할때도 있었습니다. 저는 무명트로트가수
입니다. 트로트가 활성화되어 좋아했습니다. 그런데 그것도 잠시 방송국마다 오디션프로를 만들어 쟝르가 트로트
밖에없는듯 시청률로 목을메는듯합니다.대한민국 유명,무명가수들이 합쳐 수십만명이 다죽은듯합니다.
TV에 나오는 오디션가수들밖에 없는듯 광고까지 섭렵하여 종횡무진합니다.  언더그라운드에 묻혀 실력있는 가수
들도 많지만 수십년동안 고생해도 방송의 힘에약해 얼굴한번 못내밀고 묻혀지고 있습니다. 돈으로 만들어지는 방송
돈없으면 얼굴한번 못내미는 방송 이 또한 방송국들에 각성이 필요합니다. 진정한 실력으로 보는 오디션, 돈이아닌
공정성있는 방송을 해주시길 기대합니다. 유행가 가사뜻도 모르는 미성년자까지도 트로트방송에 참여시키고
있습니다. 엄격히 미성년자는 오디션에 제한을 두어야 되지않을까요? 동요를 부를나이에 유행가를 부르게하여
좋다고 박수치는 어른들도 각성해야합니다. TV를 키면 먹방프로 아니면 트로트방송프로 아니면 여야당 정치싸움
입니다. 코로나로 지친 국민들께 시사프로나 힘든시기를 이겨낼수있는 힘을줄수있는 방송프로그램으로 구성을
해주셨으면 감사하겠습니다. 저 개인이 아닌 많은사람들의 생각을 실어 글을 올립니다.",NaN,문화/예술/체육/언론,2020-11-09,2020-12-09,naver
593993,청원종료,증평 지구대 괴산경찰서 이래도 되는건가?,331,"존경하는 대통령님 그리고 국민여러분 경찰행정에 대하여 답답한 마음에 글 한절 올려봅니다.

저는 충북 증평에서 자영업을 하고있는 사람입니다.

다름이 아니오라, 지난7월18일경에 가게 일을 도와주는 아버지가 폭행을 당하였습니다.

7월18일경 저녁 7시경에 가해자(김XX) 지난 일에 대하여 사과할께있다고 하여 술을 잔득 먹고 저희 가게에 방문을 하였습니다

아버지가 술을 많이 먹었으니 내일 술깬다음에 와서 이야기 하라고 하였습니다

그럼에도 불구하고 가해자(김XX) 이가 계속 했던말을 반복하며, 아버지에거 욕설도 하고있었습니다

그러자 저희 가게에 지인 한분도 있었는데 그분이 여기서 이러지 말고 내일 술깬다음에 오라고 했더니

가해자(김XX)이가 갑자기 가게 지인분을 폭행을해서 아버지가 양팔을 잡고있었습니다, 그러는 도중에 가해자(김XX) 

끝없이 욕설을 아버지에게 펴부으며,결국 아버지에게 일반적인 폭행을져질렀습니다.

아버지가 폭행을 당하기전에 아들인저와 배달기사님, 폭행을당했던 지인분이랑 경찰에 전화를 했습니다.

경찰은 출동이 5~10분인걸로 아는데 여기에서는 15분이상이 걸렸습니다. 일반적으로 폭행당한 아버지는 코피를 흘리면서 있었고 저는 가해자(김XX)팔을 잡고있었습니다.

그러는 도중에 가해자(김XX) 아내가 와서 가해자를 데리고 밖으로 나갔습니다.
아버지는 코피를 너무 많이 흘려서 119랑 같이 요청을하여 긴급하게 조취를 치하고 경찰관분들에 상황설명을 해드렸습니다.

가해자는 이미 범행 장소를 이탈을 한상태였지만, 앞 전에 저희가게 술만 마시면은 가게를 때려부시고 욕설을하여
수차례 경찰관분들에 민원을 넣은 상태여서 경찰관분들도 이미 가해자 집에 대하여 알고있던 상태였습니다.

그당시 경찰관분들은 총 6분이 오셨는데, 2분은 저랑 이야기하고 나머지2분들은 가해자에 대하여 주소를 알고있던 상태여서 집에 가보았으나 이미 가해자는 집에 없었던지 2분들도 가셨고 나머지 2분들은 그냥 확인하고 경창서로 돌아셨습니다. 

아버지는 10년넘게 기저질환 환자서 다른 응급실에서도 조취를 취할수없던 상태였습니다. 가해자는 저희 아버지가
몸이 약한던걸을 알고 지던터라서 피 를 흘리는 아버지를 보고, 너무나도 않 좋은 생각들만 들게되어 눈물만 흘렸습니다.

저는 마음에 정리를 한다음 급하게 가게를 정리하고 CCTV자료를 USB에 담아서 지구대에 제출하면서 가해자(김XX) 잡았냐고 물어 보았는데 아직 못잡았다 라고하길래 제가 제발 잡아달라고 부탁을 하였습니다.

당시에 계셨던분들이 여기는 지구대에서 알아서 할테니, 너무 걱정 하지말고 아버지 건강이랑 치료전념하라고 했습니다 저는 그렇게 믿고 서울로 갔습니다.

7월18일당시에 아산병원에 코로나19 확진자로 인하여 응급실폐쇄로 인하여 급하게 강동성심병원으로 이송하여 응급실에 CT랑 X-RAY 촬영을 하였는데 얼굴에 완와 골절이 와서 피가 고여있다라고 하였습니다, 그러자 저희는 수술을 강동성심병원에서 할려고했는데 성심병원측에서는 수술을할려면 2주이상 걸린다 라고해서 이유를 물어보았습니다.

그당시 응급실 의사선생님께서는 아버지알고있는 기저질환이 있어서 처음부터 다시 검사를해야되서 오래걸린다고하여 저희 가족들은 급하세 아산병원에 전화를 해서  병원 진료날자를 잡고 내려오게 되었습니다.

집에 내려 오니 오전7시가 넘었는데 경찰서에서 전화가와서 진술을 할수있냐고하길래 아버지한테 불편한몸 이지만 가해자(김XX) 도주할 우려가있어서 아버지를 설득해서, 7월19일 오전에 진술을 하였습니다.

진술할당시에 형사님들이 ""무리하게 진술을 하냐?"" 라고 묻길래 저희 가족들은 가해자(김XX) 전과에 한두개가 아니라서 분명 도주할우려가 있으니 무리 해서라도 진술을 하는거라고 이야기를했습니다.

시간이흘러서 아버지는 아산병원에 안와골절 온걸 수술을 할려고 가게 문도 2달 가까이 닫고 증평에서 서울아산병원으로 다녔습니다.
 저 혼자서도 장사를 할수 있었지만, 가해자(김XX) 술만 마시면은 저희 가게에 혹시나 또 올까봐 두려웠습니다 그래서 가게문을닫고  수술날짜만 기다리고 있었습니다. 

그런데 8월4일경에 그 가족들이 이사를가 는거를 저희CCTV찍히고, 주변지인들한테도 전화와서 지구대에 연락을했습니다.

도주하는것 같은 거기있는것 같다라고 하였으나, 가해자(김XX)없었습니다.

그날 담당형사분한테도 이야기를 했는데 형사님도 구속영장이 없어서 할수있는게 없다고 하였습니다. 

가해자(김XX)식구들이 이사하는 바람에 결국 우려했던일이 발생하였습니다, 도주를하여 담당하시는 형사님도 수사에 어려움이 닥쳤습니다

담당형사님에게 가해자(김XX)관련된 장소라던가 같이 어울렸던분들을 저희가 도움을주었습니다 너무나도 이상했던데 폭행을 당했으면, 수도권에서는 당일 가해자를 구속하거나 영장발부를 하는데

사건이 한참지난 시점에 영장을 발부하고 현재도 도주해서 못잡고 있습니다.

더더욱 과관인거는 담당형사님께서 가해자 사촌동생을 저희보고 잘타일러서 가해자 위치를 저희보고 파악해달라고며, 수배를 내렸으니 언젠가는 그사람이 범행을 저지를거라는 방법으로  저희 가족에게 이야기했습니다. 

아버지는 현재 완와골절 수술을 하지 못하였습니다. 사유는 몸도 약하시고 전신마취시 대동맥도 1개라서 대동맥 파열로인하여 사망하실것 같고하였습니다 .

검사를 더해보았는데 복부쪽에 대동맥에 피가 고여서 대동맥수술을해야되니 이미 얼굴쪽은 수술을 못할것 같다.라고하여, 현재 대동맥 수술한 상태 입니다.

아버지는 아산병에서 10년전에 대동맥 우회수술하고나서 6개월별로 검사를 하였는데, 이 사건있기 5~6월달에 검진을 받았는데 대동맥에 이상이 없다고하였습니다. 

그러나 이번일로 인하여 대동맥에 단 시간에 피가 고인것인지, 아니면은 다른 이유로 인하여 그런건지 의사들도 원인을 알길이 없다고하였으며, 저희가족들은 가해자(김XX) 수사에 관련대서 진전이 없는것 같아 괴산경찰서 민원실과 청주지방경찰을 방문하여 민원을 넣었지만 아직까지도 소식이없습니다.

시간이지나 11월10일날에 정신감정 진단이 나왔는데 외상후 스트레스로 인하여 자살 위험 이라는 진단이 나와서 11월10일에 파출소에 찾아서 항의 하였습니다.

항의 하였더니, 그재서야 파출소 대장님께서 담당형사님에게 전화해서 가해자 인적사항을 물어본후 순찰을 강하 하여 반드시 잡는다라고 했습니다. 

당담형사님은 저를 진정시킬려고 수배내렸으니 걱정말라고 하였으나 매번 똑같은말과 제가 그러면은 가해자가 10년이고 5년이고 범행을 안저지르면은 못잡는거냐 라고물었더니, 담당형사님께서는 대답이 없었습니다.

저도 대한민국 국민으로써 경찰행정에 관련된 분들이 너무나도 밉습니다. 분명 도주할 위험이 있는 사람이라고 
진술서 작성시 강조하여 진술을 하였는데, 피해자인 저희 가족에대한 의견무시, 그리고 가해자 식구들 조차 보기도 싫고 대화조치 싫은 저희가족 보고 사촌동생을 잘 타일르라는것 너무도 속상합니다.

현재 아버지는 정신과 진료진단에는 우울증+외상후스트레스 로인하여 자살충동까지 느끼고 있습니다.
아버지께서는 본인이 하늘나라로 간다고하면은 귀신이 되어서 가해자(김XX) 괴롭힐꺼라고 하루에도 수십번씩
되뇌이고있습니다..그 옆에서 지켜보는 저희가족들은 그져 마음만..아픔니다.. 존경하는 대통령님 국민여러분 CCTV강국으로써 이런일이 저만 있을거라는 생각이 들지 않습니다.

여러분들이 도와주신다면은 앞으로는 이런 수사는 없을거라는 생각이듭니다. 

도와주싶시요 간절히 부탁드립니다.",NaN,행정,2020-11-16,2020-12-16,naver
594016,청원종료,네일아트100만원,569,"저는  26살 된  딸을  데리고  있는  엄마입니다.  그냥  답답하고  억울하고  그래서 하소연 하듯이  청원글을  올리게  되었습니다.우리  딸은  네일아트를  전공하고 네일 아트 삽을 혼자 운영하고 있습니다.

2달 전 쯤  우리  딸 고객이  60대인  여자 고객이  네일  받다가  상처가  났습니다.  그런데  상처에  염증  났다고  하며  전화가  걸려왔고 보상을  요구했습니다.  근데  다행히  이런  상황을 대비해서  보험사에  배송책음 보험을  들어 놓아서 치료를  잘  받으라고  했습니다.  그런데  이 60쯤  된  이  고객은  계속  염증이  심하다며  더  치료를  받아야 한다고 했습니다.  울  딸은  죄송하다고  계속했고  치료 잘  받으시라고  이럴 때를  대비해서  보험들어  놓았다고 했습니다.  그런데  1달이  지나고  다  완치되었다고  하며  네일 아트를  받고 갔습니다.  사실  울 딸은  안하고  싶었지만  고객이라 네일아트를  해주웠습니다. 상처난  손가락만  빼구요  물론  사진도  그  당시 찍어 놓았습니다.   근데  또  한달  후에  다시 연락이 와서  정신적  피해 보상으로  100만원을  요구했습니다.  요즘  코로나  때문에  자영업자들  힘든데...  너무  하다는 생각이  들었지만..  울 딸은  보험회사에  연락을  했고  해결되리라  생각했습니다.  근데  또  일이  꼬이게  되었습니다.  설계사가  보험 설계를  잘  못해서  배상  책임  부분을  안해놓은  것입니다.  보험회사에서는  설계사  실수로  회사  보상과에  서류를  올려놓고  그  고객과  합의를  볼려고  했습니다. 
그런데  그  고객은  보험회사에서  3주만  기다리라는  부탁에도  참지 못하고  저희  딸  삽에  와서  다른  고객  시술하고  있는 데  보상을  요구하고  제대로  사과하라고  하고  계속적으로  정신적  피해  보상을  요구  했습니다.

저는  엄마로서  보고만  있을  수  없어  딸이  성인이지만  아직  사회경험이  없어서  통화내용을  듣다가  저와  통화 하게 되었습니다.  그런데  그  사람은  동네  장사하면서  이러면  되냐고  하며  위생과에  신고 하겠다고  협박하며  또다시  정신적  피해 보상을  100만원에서  50으로  내려줄테니  달라고 요구 했습니다...
보험회사에서는  이런  사람은  딸이  너무  힘드니  반씩내서 돈을   주고  합의를  보자고   했습니다.   
그런데  오늘  그 고객이  신고를  해서  울 딸  삽에  진짜  위생과 직원이  왔다가 갔습니다....

그  60먹은  고객이  얼마나  빽이  좋은  지  모르지만  위생과  직원한테  엄마인  제가  가서  사과하지  않으며  또다시  신고  한다고  했다고  저더러  가서  사과를  하라고  합니다.     
아니  네일아트  하다가  조금  상처  난  것으로  정신적  피해 100만원을  요구하는 것도  그렇고  그냥  3주만  기다리라는  보험회사도  그렇고...   또다시  울  딸  삽에  와서  손님있는 데  염증이  심하다고  하며  울  딸  괴롭히는  것도 그렇고 도대체  어떻게  해야 할  지  억울하고  분하고  놀란  울  딸도  안스럽습니다.    

그래서  이렇게  억울한  마음에  글을 올려  봅니다.  그리고 그  고객도  웨딩홀  부장이라는  타이틀을  계속적으로  들먹이며  본인이  엄청  영향력이  있는  것 처럼  하며  해볼대로  해보라고  하는데  도대체   어떻게  해야 할 지 모르겠습니다.   너무  힘듭니다.",NaN,기타,2020-11-16,2020-12-16,naver
594026,청원종료,세계 유일 코로나청정국 선포를 통한 선진국 등극을 위한 국민방역대책 제안,577,"겨울이 되면서 전 세계가 재확산되는 코로나 팬데믹에 의해 다시 공황상태에 빠져들고 있습니다.
선진국이라던 미국과 유럽은 의료체계가 붕괴되어 환자가 병원 마당에서 산소호흡기만 단체 가쁜 호흡을 내쉬고 있으며
천에 덮혀진 시체들은 아무렇지도 않게  병원 이곳저곳에 방치되고 있는 처참한 상황까지 벌어지고 있습니다.

선진국이 이럴지언대 중,남미나 아프리카, 남 아시아 등 의료수준이 낮은 저개발 국가들의 참상은 
언론에 나오지 않을 뿐이지 더 참혹할 것이라고 예상이 됩니다.

이러한 코로나 대공황속에서 우리나라는 선진화된 국민들과 보건의료진, 정부가 삼위일체되어서
세계적으로도 유례가 없는 차원높은 모범적인 코로나 방역을  수행하고 있습니다.

하지만, 이러한 모범적인 방역조치에도 불구하고 
이번 코로나는 예전 우리를 거쳐간 사스, 메르스 등과 같은 코로나 처럼 
일정 기간이 지나면 소멸되는 종류가 아니라 우리 생활속에 지속적으로  잠재되어 있다 
전파매개나 기회가 생기면 다시 크게 확산되는 아주 악성의 병원소를 가지고 있습니다.

즉... 단 한,두명이라도 무증상의 보균자가 있고 방심을 한다면
곧바로 수백, 수천명으로 확산전파가 된다는 것이고...
또다시 방역과 거리두기, 사회적 폐쇄 등의 일련의 조치가 반복되어버리는 
끝이 안나는 싸움을 또 벌여야 한다는 것입니다.  

지금 자영업자, 소상공인, 문화계종사자, 개인사업자, 하다못해 청년 아르바이트 자리까지
컨텍이 되어야만 생계를  이을 수 있는 수백만의 국민들이 끝이 안보이는 터널속에 갇혀서
절망과 고통에 시름을 하고 있습니다.

정부에서는 코로나 피해계층에 지원을 하고 있지만  일이회성의 지원은 언발에 오줌눋기요
몇십조씩 뿌려지는 국가지원금은 엄청나게 큰 돈이지만 수혜를 받는 개개인들에게는 일회성 일 뿐이지
근본적인 생계대책이 될 수 없습니다.

그래서 정부에 이를 한번에 해결하고 우리나라의 국위를 전세계에 당당히 알릴 수 있는 한가지 대책을 
아래와 같이 제안코자 합니다. 

1) 이번 코로나를 통해 우리나라의 보건,의료시스템에 대한 양과 질적인 수준은 세계 최고 수준인 것을 확인하였습니다.

2) 이러한 우수한 시스템에 더불어 진단, 치료, 백신 등 의과학부문에서도 우리의 기술이  세계 최고임을  확인 하였습니다.

3) 우리나라의 진단기술은 이제 검사 한시간내에  90% 이상 신뢰성을 갇는 신속 진단기술이 개발되어 전 세계에 수출하는 
    상황입니다. 

4) 일반 코로나 환자 대상으로 치료효과가 나온 미국과 달리 50대 이상에 성인병이 있는 코로나 환자 대상의 임상에서
     코로나 완치효과를 갇는 우수한 치료제가 12월이면 나올 것이라고 보건당국에서 발표했으며,  현재 발표된 치료제  
     임상결과를 보면  앞으로의 임상과정은 절차상의 단계 뿐이라  곧 우선사용이 가능 할 것으로 예상됩니다.

5) 위에서와 같은 우리나라의 현실과 현 진단,치료제 개발 상황을 고려해 볼 때,  정부에서는 12월에 치료제 우선승인이 
     나오면  우리가 가진 세계 최고의 신속진단기술과 접목해서 전 국민 대상으로한 검진과 치료를 시행하기를 청원 합니다.

6) 독감예방주사와 같이 각 지자체 지정병원에서 신속 진단과 동시에 코로나 확진자에 대한 신속한 치료는 초기단계에 
     확진자를  치료함으로써 중증 의로의 전이를 막고 100% 완치를 기대할 수 있으며, 무었보다도 무증상 감영자가 초기에 
     차단됨으로써 코로나 전염걱정이 근본적으로  없어지고 정상적인 사회로 복귀를 할 수 있다는 것입니다.  

7) 이러한 조치에 드는 비용은 신속진단 검사비의 경우 1~1.2조원 정도면 전국민 대상 검사가 가능하고, 
     무증상 확진자를 많이 잡고 5만명이라 할 때 항체치료제가 비싸다고 (미국 릴리사는 140만원)해도  국내의 경우
     최소비용수준(약 60만원) 제공한다고 한다면   항체치료에 드는 비용은 겨우 3백억 정도면 해결이 됩니다.

8)   몇십조씩 국가재정을 여러번 풀어도 효과가 없는데, 이와같이 1~2조 정도 라는 적은 예산비용으로
       전국민을 대상으로   신속한 진단과 조기치료를 완료하여  
      우리나라가 전 세게에 유일하게 코로나 청정국임을 선포한다면,
       우리나라의 국위는  단군이래 최고의 가치를 날릴 것이며, 
       우리의  제약, 의료기술은 물론 모든 수출산업과 관광,   K-pop을 대표로하는 한류문화활동에도 
       그 효과가 확산되어  선진국의 반열에 등극하는 절호의 기회가 될 것입니다.",NaN,보건복지,2020-11-17,2020-12-17,naver
594031,청원종료,사회적거리두기 2단계로 PC방이 고위험군으로 지정되었음에도 지원금을 안주다니요.,166,"사회적 거리두기 2단계 시행으로 대구광역시에 시행하는 고시에 따라서 고위험군13종으로 포함되어
영업에 제한이 있었으며 실제로 한달동안 영업을 중단했음에도 소상공인새희망자금 및 기타 지원금이
1원도 받지 못해 생계가 곤란한 지경입니다. 각종 언론매체에서 PC방은 영업제한으로 인해 150만원에서 최대 200만원의 지원금을 받게 될것이라고 보도가 되었으나 실제로는 아무 지원도 못받고 있는 실정입니다.
나라에서 고시하는 행정명령에 따라 엄청난 피해를 보고도 영업을 중단한 사람들이 더 피해를 보는 이런일은
없었으면 합니다. 확실히 살펴 제대로 자영업자를 보호해 주셨으면 합니다.

[ 대구광역시 고시 제2020 - 227호
사회적 거리두기 2단계 시행에 따른 행정명령 고시
5) 처분기간 : 2020. 8. 24.(월) 00:00 ~ 2020. 9. 5.(토) 24:00 
6) 처분의 효력 발생일 : 2020. 8. 24. 00:00부터
2. 고위험시설 및 그 외 다중이용시설 집합제한 행정명령
 1) 처분당사자 : 대구시내 고위험시설* 및 그 외 다중이용시설** 책임자·종사자 및 이용자 
    * 고위험시설(13종) : 클럽·룸살롱 등 유흥주점, 콜라텍, 단란주점, 감성주점, 헌팅포차, 노래연습장, 실내집단운동(격렬한 GX류), 실내스탠딩  공연장, 방문판매 등 직접판매홍보관, 대형학원(300인 이상), 뷔페(결혼식장 뷔페 포함), """"PC방"""" , 유통물류센타 ]",NaN,행정,2020-11-17,2020-12-17,naver
594071,청원종료,동대문 도매상가 ***** 홍보비에 대한 진상조사 부탁드립니다,356,"매주마다 홍보비라는 목적으로 걷어가는 돈에 대한 명확한 진상조사가 필요합니다

지금 코로나로 모든 자영업자들이 힘들거라고 생각합니다
그로인행 점주분들께서는 월세감면까지 해주시면서 동대문 상인들을 도와주고 계십니다

하지만,
*****는 다른 도매상가와 달리 
월세, 운영회비, 관리비 외에 홍보비라는 돈을 상인들에게 요구하고 있습니다

1구좌에 8만원씩, 2층부터 5층까지 대략잡아도 600구좌가 넘습니다
1주면 4.800만원, 1달이면 거의 2억에 해당하는 돈입니다

그런데 상인들은 이 비용이 어디서 어떻게 쓰이는지를 알지도 못한채 지속적으로 강요당하고 있습니다

그렇게 많은 돈을 지불하면서도 상인들은 그 돈의 행방을 알수가 없습니다

운영위원회 직원분들은 홍보비를 내지 않는걸로 알고 있습니다
홍보비도 감면되고 월급도 따로 받아가는걸로 알고 있는데
물론 상인들을 대신해서 운영위원회에서 일을 해주시기때문에 월급은 이해합니다
하지만 그분들은 왜 홍보비를 내지 않는것이며,

다른 동대문 도매상가들처럼 홍보비를 폐지 해주셨으면 합니다

운영회비, 관리비, 월세는 이해합니다
상가를 운영하면서 자영업을 하면서 그정도는 감당해야되는 부분이기 때문에

하지만 ***** 여러 상인분들이 홍보비에 대한 불만은 폭주하고 있습니다
운영위원회에 말을 하게되면 혹시나 재계약이나 본인들이 사업을 하는데 피해를 입지않을까
노심초사 말도 하지못하고, 힘들게 벌어서 겨우 홍보비를 내고 유지하는 상인들이 대다수 입니다

홍보비 폐지를 강력히 요구하는 바 입니다,

 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]",NaN,기타,2020-11-19,2020-12-19,naver
594134,청원종료,국민들 중 또 자영업자만 희생할 준비를 해야합니까,1787,"자영업자가 공무원입니까? 전부 산하 공기업 직원입니까
왜 또 자영업을 하는 국민만 재산상 큰 피해를 봐야 합니까

감염의 확산 전파의 핵심은 이동제한입니다. 
그렇기에  21시 이후에 영업을 중단하는건데
직장인들이 회사에 출.퇴근하는 모든 과정은 완벽하게 방역이 이뤄집니까?
학생들이 학교에 등.하교 하는 모든 과정은 방역에 문제가 없는지요

대한민국 전 국민의 경제활동을 제한한다면 이런 논란은 발생하지 않을겁니다.
그런데 자꾸 짐을 한쪽에만 일방적으로 지라고 하니 이게 문제인겁니다.

코로나에 노출될 수 있는 환경은 사람을 가리지 않고 누구에게나 동일하게 존재하는데
자영업자는 경제활동을 제한하고,  회사원은 멀쩡히 하라고 하면 이게 방역이 됩니까?

정작 운영에 제한을 걸어야 할 지하철이나 버스같은 핵심 수단들은 멀쩡히 다니고 있고,,

직장인들 월급 만원만 덜줘도 돈 덜들어왔다면서 난리가 날텐데
자영업자가 강제 영업정지 명령으로 수십 수백만원씩 손해보는건 왜 당연합니까?

영업을 강제로 못하게 할꺼라면 그로인한 피해를 제대로 보상해 줘야 하는건 상식이자 기본입니다.
피해를 입은만큼. 정확하게. 그리고 모두에게 보상을 제대로 해줘야 하는게 당연한건데
이렇게는 왜 행정이 이뤄지지 않는지 답변을 반드시 부탁드립니다.",NaN,행정,2020-11-23,2020-12-23,naver
594167,청원종료,코로나 2단계 카페홀영업금지 대책을 요구합니다.,4191,"안녕하세요.
저는 수도권에서 개인카페를 운영중입니다.
이번 코로나 거리두기 2단계가 11.24 부터 시행되는데요,
규모나 프랜차이즈 여부 관계없이 모든 카페를 포장.배달만 허용한다고 하는데... 테이크아웃전문점과 프랜차이즈 카페 외에 일반 개인카페들이 과연 배달과 포장이 얼마나 된다고 생각하시나요? 저도 몇달 전에 배달 등록을 했지만 하루 1~2건 있으면 다행입니다. 테이크아웃도 하루 1건 나올까 말까한 위치이구요. 그리고 배달 등록 바로 안됩니다. 몇몇 대표 업체 등록하는데 한 달은 걸리고, 그나마도 배달대행업체랑도 계약해야하고 월 기본 관리비와 건별 배달료도 부담해야해서 남는게 거의 없습니다. 이런식이면 한달 내내 장사해도 인건비는 커녕 월세나 나올까 싶습니다. 이렇게 카페 자영업자들을 거의 죽이기 식 정책을 운영하는데 있어, 보상책은 마련이 되어 있는지.
왜 똑같이 마스크 벗고 앉아있는데 식당은 되고 카페는 안되는지. 이해가 안됩니다.
정부에게 정책 개편이나 보상책을 요구합니다.",NaN,기타,2020-11-24,2020-12-24,naver
594170,청원종료,코로나 2단계 상향조치 철회,410,"안녕하세요
단란주점 경영중인 자영업자입니다
금일 24일부터 2단계상향으로인해 문을다시연지
한달여만에 다시 닫게됬습니다.

그래요..안전방역 좋은데요.. 저희 유흥업종사자들만
겨냥하시지마시구요..^^
전체 셧다운해주세요~

유흥업 문닫으면 뭐하나요
식당 ,백화점,  마트, 등등 수백에서 수천이 출입하고있는데요
제대로된 인원파악 같은건 하지도않고 많은사람들이 출입하고
있습니다..

저희만 문닫아라고해서 잡혀질 문제가 아닙니다..
8월부터10월까지 두달문닫았으나
지금현재 한달지난시점에 달라진게있나요?

그때라도 종식될꺼처럼 다잡혓다면 지금 이사태
겸허히 받아드립니다..

두달간 문닫으면서 생활고에.. 빚만 늘어나며
간신히 버텻습니다..
그런데 또 문을 닫으라니요... 저흰 죽으라는소린가요

저희업종만 문닫아서는 절때 해결되지않습니다
다른방안은찾아주시길바랍니다.

아울러 문을닫게하시려면 모든시설을 같이 셧다운해서
코로나종식시키셧음합니다

그게아니라면 저희만 문닫는건 부당하다 생각되니
집합금지 풀어주시길 바랍니다",NaN,안전/환경,2020-11-24,2020-12-24,kakao
594213,청원종료,"진주시 이장, 통장 연합회가 제주도로 연수가는 것을 승인해준 지자체를 엄중 문책해주세요.",11031,"3차 대유행을 앞둔 시점에서 지난 1년간 고생한 고3 수험생들을 위해서라도 
타지역 여행자제와 외부활동 자제를 부탁한다는 재난 문자를 연일 받고 있는 요즘입니다. 

이런 시점에서 진주시에서는 이장 통장 연합회 회원들이 공무원의 인솔하에 
제주도로 연수를 떠나 현재 11월 25일 오후 3시인 시점에 1차 연수단에서 18명 
2차 연수단에서 추가 14명 확진이라는 뉴스를 접하게 되었습니다. 

누구보다도 앞장서서 시민의 안전과 코로나19 예방에 힘써야 할 공무원분들께서
심지어 경상남도에서도 연수를 자제해달라는 공문이 내려왔다고 하는데, 
어떠한 경위로 수능이 채 한달도 남지 않은 시점에서 직무연수를 승인해 준 것인지
진주시민의 한 사람으로써 의문을 가지지 않을 수가 없습니다. 

그 연수라는 것이 어떠한 목적으로 떠난 것이며 반드시 제주도까지 가야만 
할 수 있었던 것인지 서면이나 비대면으로는 이루어질 수 없던 내용인지도 궁금합니다.

대유행의 징조가 보이는 시점에서 모두들 조금이라도 더 조심하려고 노력중인데, 
이런 연수를 계획한 지자체 담당 공무원들과 이 계획을 승인해준 승인권자들 모두를
강력하게 감사하여 비위가 있으면 밝혀내고 적절치 못했다면 경질시키기를 
간곡히 간청드리는 바입니다. 

시민 한사람 한사람이 1년째 계속되는 코로나로 고통 받고 있습니다. 
이 연수로 인해 모든 진주 시민들의 노력을 한순간에 물거품으로 만들었고, 
진주시에 있는 모든 시민들, 아이들과 학부모 근로자와 자영업자들의 안전과 생계가 위협당하고 있습니다. 
고통받고있는 진주시민을 위해서 정부에서 이 사건을 제대로 조사해주시기를 부탁드립니다.",NaN,행정,2020-11-26,2020-12-26,naver
