number,progress,title,like,contents,answer,category,sday,eday,proponent
586900,청원종료,마스크제조를 위한 공적설비시설 또는 국가가 운영하는 공장을 설립해 주세요.,209,"마스크제조를 위한 공적설비시설 또는 국가가 운영하는 공장을 설립해 주세요.

수고하십니다.
현재 코로나 19 바이러스 때문에 마스크가 매우 부족하며 
향후에도 이 문제가 해결될 전망이 없어 보입니다.
전세계로 확산되어 각국이 마스크 수출을 줄일 것이고
코로나 19 완치자 역시 재 발병 및 재감염되고 있는 상황이라서 마스크의 수요는 계속 증가하게 될것이고
이후 계속될 또다른 전염병 확산시 국민을 보호할 최선의 개인지급방어장비로써 반듯이 지속적으로 필요할 것이고
마스크는 최대 1일 사용후 교체해야 하며 의료진에서는 더욱 많이 소요될것이므로 마스크 생산라인이 부족한 것은 자명한 일입니다.
따라서 마스크를 제조하는 설비를 공공시설로써 설비하여 그 부족함을 확충하고자 함입니다.
즉 사설기업만이 제조하는 것이 아니라 국가에서 직접 운영하는 마스크생산시설을 추가로 설비하여 운영하는 것이 
국민의 건강과 생명을 보호하는 가장 시급한 일이라 생각되오니 이점을 고려하여 본민원의 내용을 검토하여 주시길 간곡히 부탁드립니다.
방안 
- 유휴시설 및 사용가능한 창고시설에 내무 마감시설을 추가하여 중소형 규모의 마스크 제조 시설을   설비한다.
- 마스크 제조시설은 그렇게 어려운 플랜트 시설이 아닌것으로 알고 있습니다.
  안전이 확인된 창고형 시설 또는 ""아파트형 공장"" 시설 등을 국가가 확보하여 
  그곳에 마스크제조 에 적합한 위생시설과 내부 마감을 한후 
  신속하게 기자제를 설비한후 공공인력을 동원하여 마스크를 시급히 제조하면 
  현재 시국을 뚫고 나갈 강력한 힘이 될것임을 확신합니다.
또한 이 상황이 완료된 이후에도 국가가 비축할 마스크를 제조하거나 해외 원조용 또는 북한 동포를 위한 지원용 또는 군지원용 마스크를 제조할 시설로 이용한다면 마스크의 가격안정성 유지와 국가의 마스크 비축물자 수급에 대한 비용 절감등의 효과가 유지될것이므로
결코 예산이 낭비되는 시설로 남지는 않을 것입니다.",,보건복지,2020-03-22,2020-04-21,naver
586901,청원종료,[코로나19 팬데믹 대응] 가을학기제 도입 청원,2325,"현재 미주, 유럽 등 주요국에서 시행하는 가을학기제 도입을 청원합니다.

   외국인 교수, 학생 등 국제적 교류가 활발한 추세에 부응하고 학제의 국제통용성을 위해 필요한 점이 1차 사유이며,

   무엇보다 현재의 코로나19 바이러스로 인해 초중고 개학이 3주 연기되었지만, WHO의 '팬데믹' 선언으로 향후 개학 추가 연기도 배제할 수 없게 되었습니다. 설사 고심 끝에 개학을 강행하더라도 세계적인 바이러스 유행이 예측할 수 없는 상황으로 진행될 경우 도중에 학기가 중단될 가능성도 높아졌습니다. 만약, 이러한 사태가 발생한다면 교육계는 큰 혼란을 겪을 것이며 이에 학생과 학부모가(즉 국민들이) 큰 피해를 입게 될 것입니다. 
특히, 고3 수험생의 경우 패닉 상태에 빠질 것입니다.

    코로나 사태가 조기에 종결되지 않고 개학시점도 불투명하여 1학기 전체를 정상적으로 운영하지 못한다면, 차라리 이번 기회에 9월 가을학기제로 발상을 전환하는 것이 1학기를 연기하는 것보다 명분도 있고 국가적 손실도 최소화하는 것이라 사료됩니다.    

    정부도 학제의 국제통용성을 위해 과거에 도입을 검토했으나, 수조원의 비용, 국민적 공감대 및 사회적 혼란 등을 감안 실현되지 못한 것으로 압니다.   

    그러나, 현재는 코로나 경기침체로 추경 등 막대한 재정을 투입하여 경기부양도 검토 중인 단계로, 이왕 투입하는 예산을 가을학기제 도입에 활용한다면 경기부양과 더불어 개학 연기에 따른 학생/교육정책의 불확실성 제거와 더불어 국제통용성을 갖춘 학제도 실현될 것입니다.

위기가 왔지만 지나고 보니 전화위복이었다고 역사에 기록되길 기원합니다.",,육아/교육,2020-03-22,2020-04-21,naver
586902,청원종료,대학생 코로나 2학기 등록금 인하해주세요.,1828,"안녕하십니까 저는 부산의 모 대학교 학생입니다.
지금 코로나로 인해 많은 분들이 피해를 입고 힘들어 하고 있는건 말 안해도  누구나 다 알겁니다. 
아직 대학 등록금에 대해서는 깊게 논의가 안 된 것 같아서 용기내어 목소리를 내보려고 합니다.

코로나로 인해 대부분 학교들이 개강 연기가 되었음에도 불구하고 사건이 잠잠해지지 않자 대부분 학교들이 온라인강의로 강의를 대체 하고 있을겁니다. 우선 학생들과 교수님들의 안전을 위해서라면 연기,온라인강의대체 충분히 할 수 있으며 감안해야 한다고 봅니다. 다만 아직 까지 대다수 대학교에서는 온라인 강의만 언제까지 대체 한다는 말 없이 당분간 쭉 대체한다는말만 있을뿐 학생들의 등록금에 관해서는 말이 없습니다. 원래는 교수님 얼굴을 보고 교재도 같이 보면서 강의를 들어야 하며 또 모르는것이 있으면 그 자리에서 질문을 하여 이해를 도우려고 하는데 아무래도 온라인강의를 하는데 있어서는 한계가 있다고 봅니다. 그리고 실습위주인 과들은 위에 말한 모든 것이 갖추어 져서 한학기 몇백만원의 등록금을 지불하는 것이지 집에서 인터넷 모바일로 들으려고 몇백만원을 지불하는게 아닙니다. 
이건 그냥 몇백만원 인강 구입 하는거랑 다를게 무엇일까요?

3월 교육비 환불이 어렵다면 2학기 등록금 납부시 인하된 등록금을 낼 수 있게 해주세요. 지금 현재 대다수의 부모님들도 코로나로 인한 경제적 손실이 너무 커서 더욱 부담스러운 현실입니다.

아무쪼록 건강 잘 챙기셔서 
우리 모두 꼭 코로나19 이겨냅시다. 파이팅!",,육아/교육,2020-03-22,2020-04-21,naver
586903,청원종료,직접 세입자에게 혜택을 주세요!! 착한 임대인 감면정책 말고..,322,"착한 임대인 운동에 따른 세금 감면 먼저 고맙습니다.
하지만 냉혹한 현실은..
1도 영향이 없는 수많은 자영업자들에게는 이 정책이 더 큰 고통으로 다가오고 있습니다... 

저희 주인 포함 소득 신고 안하는 상가 주인들 어마어마합니다. 
소득이 있는 곳에 세금이 있지만..
먼저, 소득신고가 있는곳에 세금이 있고
세금이 있는곳에 감면도 있습니다..

주인분들도 이 어려운 불경기에 다 나름대로 
각자의 사정이 있을거고 세입자들 못지않게 어려울텐데
위와같은 이유로 돌아가는 혜택이 없을때는 세입자들에게 어찌 선의를 베풀수 있을지..

그래서 그런지 주인분은 전화 한통 없습니다. 
전화 없는 주인에게 사정하는것도 더 고통스럽고,
돌아오는 답이 현재와 달라질게 없다면 전화 안하느니만 못한거고..
조정해 주고 싶으나, 주인분들의 현실도 막막하다면 그분들도 괴로울것이고...

왜 굳이 주인을 거쳐야하는지 도무지 이해가 가질 않습니다!!!

진심으로 자영업자들 너무너무 힘듭니다!!
월세도 월세지만 너무 많은 각종 세금(곧 나올 부가가치세와 종합소득세)과 대출이자, 생활비, 아이들은 어리고.. 대한민국에서 부부 둘이 벌기에 적금은 커녕 버티는것도 대견한 상황입니다..

이에.. 간곡히 부탁드립니다!!

임대인 거치는 정책 말고 세입자들에게 직접 혜택이 가는 정책으로 전환해 주시길 간곡히 부탁드립니다!!

그렇게 해주시다면 세상의 모든 부모들 이 어려운 시기를 죽을 힘을 다해 버텨보겠습니다...

긴 글 읽어 주신분들 감사드리고, 모두 힘냅시다~~!!!",,행정,2020-03-22,2020-04-21,naver
586904,청원종료,코로나19로 인한 현재의 비상상황을 계기로  9월 학기제 도입을 적극 검토할 것을 제안합니다.,3317,"현재 코로나19의 확산 방지를 위해 총력을 기울이고 있는 상황입니다.
하지만, 또 한편으로 대다수 국민들이 혼란스러워 하는 부분은 바로 초, 중, 고의 개학일에 관한 것입니다. (대학은 온라인 방식으로 일단 개학은 시작되는 것으로 알고 있습니다.) 

교육당국에서 개학일을 추가적으로 연기하는 것을 쉽게 결정하지 못하고 고민하는 가장 큰 이유는, 수업일수의 부족 등 학사 일정의 변화와 수능과 대입 일정 등 여러 가지로 학생들 특히 수험생들에게 끼칠 지대한 영향 때문일 것입니다.
하지만, 현재와 같은 상황이라면 코로나19의 전세계적인 유행이 단기간에 끝날 것으로 보이지 않기 때문에 섣불리 2주 정도 연기해서 4월초에 개학을 하는 것도 안전하지 않다고 생각합니다.

이러한 현재의 상황에 대해 발상의 전환을 해 보면, 그동안 수 차례 정부에서 검토했었던 9월 학기제 도입의 절호의 기회로 활용할 수 있지 않을까 생각하며, 교육당국에서 적극적으로 검토해 보시면 어떨까 하여 청원합니다.

만일 이러한 상황이 발생하지 않았다면, 갑자기 새학년의 시작을 6개월 늦추는 일은 어느 정부에서 시도하려고 하더라도 전국민의 찬성을 이끌어 내기 쉽지 않을 것입니다. 하지만, 현재와 같은 상황이라면, 아예 신학기 개학일을 올해에는 5월이나 6월로 여유 있게 미루고, 수업일수를 줄이거나 중간고사 등을 생략하는 임시방편적인 조치를 취하지 않고 전체 학사일정을 고스란히 2-3달 늦춰서 진행하는 것입니다.

예를 들면, 올해의 학사일정은 2020년 5월부터 2021년 4월까지로 하여 학년을 마칩니다. (봄방학을 고려하면 2월까지 실제 일정은 모두 마칠 수 있습니다.)
내년 2021년에는 1개월 정도 봄방학을 추가해서 6월부터 새 학년을 시작하여 2022년 5월까지 한 학년 학사일정으로 진행하고, 이후 해마다 계속 1개월씩 새 학년 시작일을 미루면서 도입하면, 2024년 쯤에는 9월에 새학년이 시작되도록 할 수 있을 것입니다.

큰 교육정책에 대한 내용이라 쉽게 결정할 일은 아니겠지만, 방역 상황을 보면서 개학일을 2주 정도씩 연기에 연기를 거듭한다면, 그야 말로 국민들에게 점점 혼란을 가중시킬 수 있다고 봅니다. 이에 대한 대안으로, 9월 학기제 도입을 전제로 여유 있게 개학일을 5월 이후로 미루고, 신학기제 변경을 적극 검토해 주시기를 청원합니다.",,육아/교육,2020-03-22,2020-04-21,naver
586905,청원종료,고3은 무슨일이 있더라도 중간고사 폐지되면 안됩니다.,393,"저는 경기도 일반고에 다니는 평범한 고3 학생입니다.

고3에게 가장 중요한 기간은 고2 겨울방학인데 요즘 코로나로 집 밖도 못나가고 개학까지 미뤄진 상황입니다.
3월2일 개학은 3월23일로 1차 미뤄진 상황이고, 많은 학부모님들과 학생들의 걱정과 우려로 인해 3월23일 개학을 2주 더 미루자는 요구사항이 많이 나오고 있습니다. 
 그러나 개학이 미뤄지는건 어쩔 수 없을지망정 [초중고교 중간고사 폐지, 수행평가로 대체]라는 기사를 읽고 혼란이 왔습니다. 
수시 준비하는 학생은 이번 겨울방학에 고3 내용을 미리 선행하고 내신에만 몰두 했는데 고3 중간고사가 없어지고 수행평가로 대체한다? 이건 말이 안됩니다. 
 수행평가는 형평성에 어긋납니다.
 모든 선생님들이 그러는건 아니나, 일부 선생님들은 '성적이 높으면 글쓰기, 토론,창작 다 잘할거야' 라고 생각하여 그냥 점수를 높게주시는 선생님들고 계시고, 학교에서 상위권 밀어주기를 할 수 있는 상황도 만들어집니다. 수행평가의 기준은 누가 정하며 누가 점수를 매기나요?
 그리고 문제점은 한가지 더 있습니다.
 수행평가는 학생들의 과로를 유발합니다. 이 글을 읽으시는 분들 중 '그냥 하면 되지 이게 무슨 핑계냐' 라고 하실 수 있지만 수시를 준비하는 고3은 내신은 물론 최저까지 맞춰야 하는 상황입니다. 

이로인해 고3은 중간고사 폐지하고 수행평가를 대체하면 안된다고 말씀드리고 싶습니다.

고1,2 때의 실수를 덮으려고 고3때 노력하는 친구들이 정말 많습니다. 살아가면서 많은 고난을 겪겠지만 그 많은 고난 중 첫번째 고난을 겪어야 할 시기가 바로 고3 수험생시기라고 생각합니다. 
 그저 저는 수많은 대한민국의 국민들 중 한 국민이지만 이 소수의 의견이 반영되는 사회가 오길 바랍니다.",,육아/교육,2020-03-22,2020-04-21,naver
586906,청원종료,힘 없는 국민이 힘 있는 분들께 부탁드립니다.,285,"이 글을 어떻게 올려야 할지~
말머릿글을 고르는데도 한~ 참이 걸렸어요.
전 정치도 모르고 경제도 모릅니다.
하지만 이것만은 알아요. 지금 우리들 모두가 위험하고 위태롭다는건~~

저희들 너무 힘들어요. 우리는 지금 무급에 월차에. 지금 깍일만큼 깍인 급여입니다
해도 해도 너무 하지만  어쩔수 없이 이 삶을 살고 이겨내려 노력하고 있습니다. 아끼고 또 아껴서 어떻게든 몇달만 견디자~

전 요구 합니다
국민의 한사람으로서~  국민의 권리로 요구 합니다.
국회의원의 급여 무급여 요구합니다.
왜 지금 이 위험한시국에 싸움만하는 그 분들을 .. 
그 누구도 무급하겠다는  단 한사람도 없는 저 정치인들을 우리의 피땀을 왜 줘야 하나요.

국회의원분들 솔직히 살만 하잖아요.

그 누구라도 지금 괜찮다는 서민이 계신가요?
우선 항상 국민만을 위한다는 분들. 엎드려 절하신분들 악수하자고 손 내민 분들 .. 동참 해 주세요

지금 연예인들은 몇억씩 기부도 하는데 몇달 월급 반납 못  하십니까?

진짜 이 나라 대한민국을 살리고 발전 시키고 싶으시다면 월급여 반납. 
어떠세요?",,일자리,2020-03-22,2020-04-21,naver
586907,청원종료,코로나19...‘따뜻한 눈길’ 캠페인,131,"코로나19로 지구촌에 거주하는 모든 사람들이 어려운 시기를 보내고 있습니다. 

우리나라는 정부의 투명한 정보공개, 시민의 자발적 참여 등 성숙한 민주주의 모습을 보이며 ‘함께 힘든 시기를 극복하자’는 마음으로 전 국민이 서로를 격려하고 있습니다.

주위를 둘러보면 응원이 필요한 이웃들이 많습니다.

방역과 치료의 최일선에서 우리의 생명을 지켜주는 의료진과 자원봉사자
손님이 오지 않아 임대료가 걱정인 소상공인
대부분의 시간을 집에서 보내야하는 아기와 학생, 어머니와 아버지
그리고 주변 사람들에게 피해를 주지 않기 위해 기꺼이 마스크를 착용하는 사람들

모두 나의 이웃사촌입니다.

거리에서 지하철에서 TV에서 만나는 우리의 모든 이웃사촌에게 
고마움과 격려의 마음을 담은 ‘따뜻한 눈길’을 보내면 어떨까요?

우리나라는 따뜻한 마음을 가진 온 국민과 전 세계 국가와 함께 코로나19를 이겨낼 것입니다.",,미래,2020-03-22,2020-04-21,naver
586908,청원종료,코로나19관련 임대주택 임대료갱신시 동결에관한 건의입니다.,218,"lh에 민원제안을 해서 답변을 받았습니다.
기존 제안드렸던 사람인데 다시한번 제안드립니다.

2. 답변내용 
   - 10년 공공임대주택은 관련법령(「주택임대차보호법 시행령」 제8조, 「공공주택특별법」 제49조)이 정한 범위(5%) 내에서 주거비 물가지수 등을 고려하여 갱신계약 시 인근 전세시세 등을 고려하여 보증금 및 임대료가 결정되고 있습니다.  

   - 코로나19 사태로 인해 자영업자는 물론, 일반 근로자들도 적지 않게 많은 어려움이 있으시겠으나, 현재 임대주택 재고 증가에 따라 매년 임대주택 운영손실 증가 추세로 임대주택 운영과 관련된 임대료 및 보증금의 임의적인 조정이 어려운 사항임을 알려드리오니 많은 양해 부탁드립니다.  

이렇게 답변을 받았는데...
첫번째 내용은 충분히 이해가 가고 또 당연한 말씀입니다..
그런데 두번째..이부분이 좀 그렇네요...  임대주택운영손실증가추세..--> 이말 좀 듣기 거북하네요..
연일 LHs고 SH고 입주자들의 고충이 심한데 주체 사업자만 배불린다는 언론 및 방송 수없이 봤습니다.

한국은행도 금리를 0.5% 내리는 초강수 및 재난기본소득 지급이라는 내용이 나왔겠습니까.(현재 얼마나 시장경제등등 어려우면 등등)
현시국 서로 서로 착한임대인이다등 서로서로가 배려하는 이시국에 LH같은 서민을 위한다는  국가관련단체에서 (현재 임대주택 재고 증가에 따라 매년 임대주택 운영손실 증가 추세로 임대주택 운영의 어려움) 이란 대답을 내놓는게 좀 마음이 씁쓸합니다.
매번도 아니고 이번 이 코로나 시점에서 한번정도의 동결을 타당성 있다고 생각입 듭니다.

모근 임대세입자에게 곤란하시다면 저소득층이라도 혜택을 주어 이 어려움을 다같이 헤쳐나가야 되지않겠습니까?
좀 긍정적인 검 부 다시한번 부탁드립니다.

다시한번 긍정적이 답변 부탁드립니다.
지지 부탁드립니다.",,보건복지,2020-03-22,2020-04-21,naver
586909,청원종료,절실하게 도움이 필요한 저신용자 소상공인에게도 기회를 주세요,303,"저는 8등급의 신용등급을 가진 장기연체 기록을 가진 저신용자이자,
6년째 자영업을 하고 있는 사람입니다.

제가 살고 있는 곳은,
코로나19 이전부터 경기 침체로 인해 
많은 자영업자들이 문을 닫고 피해를 보고 있는 곳 이였습니다.

정말 하루하루 힘겹게 버티다보니,
제 신용등급은 날이 갈수록 바닥을 치고 있었고,
결국 장기연체기록자라는 꼬리표까지 달게되었습니다.

그러던중 코로나까지 발생하였고 상황은 더 힘들어졌습니다.

그러나 조금씩 나아지고 있는 소상공인을 위한 대책에
그나마 실락같은 희망을 가지게 되었습니다.

하지만 저신용자도(7-10등급) 신용보증재단의 대출이 가능하다는 소식은,
신용정보등록자와 30일 이상 연체기록이 있는 자는 해당사항이 되지 않았습니다.

많은 저신용자들이 30일이상 연체와 장기연체를 가지고 있습니다.

결국은 7-10등급까지 가능하단 말은 허울뿐이였던 겁니다.

저처럼 도움을 받지 못한 많은 분들이 대부업이나 사채를 알아보고 있는 상황입니다.
그러나 이마저도 여의치 않은 분들은 개인회생을 준비중이기도 했습니다.

이렇게 절실하게 도움의 손길이 필요한 소상공인에게도 부디 기회를 주세요.

필요도 없는 대출이지만 이자가 싸니깐 받아놓는다고 하는 사람들,
대출받아 부동산이나 주식투자를 하겠다고 하는 사람들,

그런 사람들말고
정말 절실하게 도움이 필요한 연체기록자,저신용자들에게도 기회를 주시기를 간곡히 부탁드립니다.",,기타,2020-03-22,2020-04-21,naver
